Text Filtering
"['bye', 'scarlet', 'kmu', 'mahal', 'timses', 'originote', 'pye', 'pye']"
"['gaaaa', 'perih', 'bgt', 'asli', 'udh', 'coba', 'pakenya', 'dikit', 'ujung', 'aplikatornya', 'doang', 'tetep', 'perih', 'gakuat', 'parah', 'gue', 'kasih', 'temen', 'nyobain', 'the', 'originote', 'mempan', 'enak', 'water', 'base', 'udh', 'repurchase', 'kali']"
"['wts', 'micellar', 'water', 'the', 'originote', 'dipake']"
"['guys', 'mending', 'micella', 'water', 'facetology', 'the', 'originote', 'tolong', 'reviewnya', 'co', 'bingung', 'banget', 'huhu']"
"['beli', 'serum', 'the', 'originote', 'bgt', 'nyampenya']"
"['honest', 'review', 'gue', 'blm', 'prnah', 'pake', 'tp', 'pake', 'originote', 'beneran', 'boong', 'gue', 'pake', 'bulmat', 'gue', 'lgsg', 'pnjang', 'lg', 'patah', 'habis', 'gegara', 'jepit', 'bulmat', 'miniso', 'smp', 'mua', 'notice', 'bulmat', 'gue', 'bagus', 'doi', 'jg', 'spill', 'serum', 'wkwkwk']"
"['user', 'the', 'originote', 'ditanyatanya', 'yaaa']"
"['cosrx', 'bagus', 'bgt', 'bjir', 'takut', 'gabisa', 'originote']"
"['the', 'originote', 'micellar', 'water', 'ukur', 'gede', 'ml', 'rb', 'an', 'combo', 'kode', 'glowdm']"
"['mw', 'originote', 'enak', 'bgt', 'mukaaa']"
"['gue', 'abis', 'exfo', 'td', 'pake', 'clay', 'masknya', 'the', 'originote', 'tbtb', 'jerawat', 'langsung', 'muncul', 'fak', 'wkwkkwwk']"
"['micellar', 'water', 'originote', 'enak', 'parah', 'woy', 'gede']"
"['lanzuut', 'pake', 'cream', 'blush', 'blush', 'dalem', 'pilih', 'warna', 'peach', 'pink', 'gin', 'muka', 'seger', 'pakenya', 'tipis', 'build', 'cushion', 'the', 'originote', 'timpa', 'cream', 'product', 'geser', 'samsek', 'angkat', 'gituu']"
"['photoism', 'ni', 'originate', 'korea', 'harga', 'negara', 'orang', 'won', 'klu', 'convert', 'dlm', 'rm', 'ni', 'harga', 'negara', 'klu', 'converted', 'into', 'malaysian', 'ringgit', 'la', 'gila', 'beza', 'nak', 'cekik', 'darah', 'user', 'bawak', 'masuk', 'malaysia', 'igt', 'nk', 'supplykan', 'demand', 'cehhhh']"
"['test', 'wear', 'cushion', 'originote', 'valid', 'emang', 'bagus', 'sore', 'kusam', 'nambah', 'cakep', 'trs', 'the', 'only', 'cream', 'blush', 'lokal', 'bnr', 'tahan', 'sehariaaaaaaan', 'pollllllll', 'mop']"
"['step', 'pake', 'compexion', 'ak', 'pake', 'cushion', 'the', 'originote', 'coveragenya', 'mantep', 'banget', 'pih', 'cocok', 'banget', 'pake', 'one', 'tap', 'udah', 'cover', 'wajah', 'blendnya', 'pelan', 'gampang', 'ko', 'ngeblok', 'sabar', 'ngeblendnya', 'buru']"
"['mw', 'segi', 'remover', 'eyeliner', 'angkat', 'maskara', 'waterproof', 'sisa', 'sisa', 'normal', 'better', 'bersihin', 'maskara', 'pake', 'oil', 'base', 'the', 'originote', 'sea', 'makeup']"
"['wts', 'preloved', 'the', 'originote', 'cushion', 'harga', 'shade', 'light', 'warm', 'alas', 'jual', 'salah', 'shade', 'dipake', 'taptap', 'muka', 'link', 'oren', 'shopee', 'video', 'cari', 'profil']"
"['preloved', 'the', 'originote', 'toner', 'serum', 'moisturizer', 'lip', 'oil', 'serum', 'negotiable', 'tembalang', 'semarang', 'jawa']"
"['originote', 'moga', 'elu', 'kaga', 'drama']"
"['sunscreen', 'originote', 'bagus', 'bgt', 'ngurangin', 'bruntusan']"
"['sunscreen', 'spraynya', 'originote', 'perih', 'bgt', 'mata', 'anj', 'mata', 'air', 'perih', 'pas', 'td', 'lg', 'kelas', 'bener', 'nyiksa', 'bgtttt']"
"['mayan', 'sekale', 'pas', 'bgt', 'stock', 'abis', 'fs', 'jam', 'kek', 'fs', 'the', 'originote', 'df']"
"['ngiler', 'cushion', 'originote', 'wkwk']"
"['selasa', 'maret', 'paket', 'shopee', 'reseller', 'alhamdulillah']"
"['shocked', 'bgt', 'cushion', 'the', 'originote', 'bagus', 'bgt', 'first', 'impression']"
"['gais', 'beli', 'originote', 'toko', 'beautybestieyou', 'kw', 'gaiss', 'produk', 'review', 'tenyata', 'hide']"
"['pindah', 'mois', 'originote', 'brightening', 'gi', 'bokek', 'abiss']"
"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'banget', 'beli', 'nyoba', 'gelap', 'tolong', 'banget', 'rb']"
"['the', 'originote', 'skintific', 'cuuuyyyyy']"
"['serum', 'avoskin', 'pake', 'kali', 'sesuai', 'pict', 'kondisi', 'ed', 'serum', 'npure', 'ed', 'serum', 'originote', 'retinol', 'ed']"
"['kak', 'mw', 'originote', 'masii']"
"['sopi', 'the', 'originote', 'ajaaaa']"
"['babi', 'ni', 'originote', 'gw', 'hemat', 'tp', 'promo', 'bg', 'sbnrnya', 'gw', 'butuh', 'gt', 'kyk', 'lumayan', 'bgt']"
"['toner', 'originote', 'cica', 'segel', 'yak']"
"['lip', 'oilnya', 'originote', 'bagus', 'banget']"
"['aha', 'bha', 'originote', 'enak', 'bgt', 'woy', 'makan', 'lmlm', 'ky', 'manis', 'bgt']"
"['ngebersihin', 'make', 'up', 'mantul', 'bil', 'duaduanya', 'oke', 'yaa', 'ngehapus', 'make', 'up', 'effortless', 'sea', 'make', 'up', 'cepet', 'ngebersihinnya', 'the', 'originote', 'daya', 'bersih', 'oke', 'maskara', 'benerbener', 'waterproof', 'mw', 'gentong', 'dipake']"
"['sunscreennya', 'the', 'originote', 'bau', 'gaenak', 'anjir']"
"['owner', 'the', 'originote', 'dosen', 'cantik', 'anjir']"
"['sedih', 'bgt', 'cocok', 'fw', 'the', 'originote']"
"['suudaon', 'originote', 'gang', 'muka', 'kek', 'pulu', 'pulu']"
"['the', 'originote', 'moisturizernya', 'cocok', 'hueng', 'oles', 'dikit', 'dah', 'merah']"
['kak']
"['cepett', 'originote', 'rb', 'dapet']"
"['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'hllow', 'clarifying', 'toner', 'isi', 'take', 'all', 'jual', 'karna', 'udh', 'kepake', 'beli', 'official', 'storenya', 'co', 'the', 'originote']"
"['kali', 'nyobain', 'micellar', 'water', 'langsung', 'suka', 'banget', 'maskara', 'waterproof', 'langsung', 'angkat', 'sema', 'pake', 'cleansing', 'balm', 'angkat', 'pake', 'micellar', 'water', 'the', 'originote']"
"['cushion', 'originote', 'mmf', 'ak', 'sempet', 'suudzon', 'nyata', 'km', 'bagus', 'bgt', 'bjirr']"
"['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'shade', 'light', 'neutral', 'kulit', 'gelap', 'abu', 'abu', 'aaaaaa', 'nyatu', 'kawin', 'banget', 'kulit', 'best', 'banget', 'cushion', 'originote']"
"['ganti', 'pelembab', 'rumah', 'coba', 'originote', 'dah', 'emina', 'kayak', 'madame', 'gie', 'bagus', 'ujung', 'sampe', 'originote']"
"['nyobain', 'the', 'originote', 'cobain', 'deh', 'mumpung', 'promo']"
"['gua', 'coba', 'paket', 'originote', 'lt', 'facial', 'wash', 'blm', 'nemu', 'oke', 'skrg', 'pake', 'cleveru', 'dbilang', 'cocok', 'cocok', 'ubah', 'lt']"
"['moist', 'the', 'originote', 'best', 'bgt', 'muka', 'beruntus', 'make', 'purging', 'siii', 'akhirnyaa', 'manteppp', 'beruntus', 'mendemm', 'walauu', 'seberapaa', 'karna', 'pakai', 'nyaa', 'jangka', 'tetep', 'lov', 'bgt', 'dehh', 'pake', 'teruss']"
"['akhirnye', 'beli', 'moistnya', 'originote', 'stlh', 'thn']"
"['habis', 'mulu', 'clay', 'mask', 'stik', 'gglow', 'yaudah', 'beli', 'the', 'originote', 'moga', 'ampun', 'dah', 'ngebasmi', 'komedo']"
"['alhamdulillah', 'dapet', 'koin', 'receh', 'syopi', 'udah', 'kumpul', 'bas', 'ribu', 'modal', 'main', 'game', 'tanem', 'hadiah', 'bismillah', 'beli', 'skincare', 'udh', 'kebel', 'oktober', 'the', 'originote', 'emang', 'murce', 'pake', 'koin', 'syopi', 'sabar', 'ngumpulinnya']"
"['the', 'originote', 'flash', 'sale', 'harga', 'under', 'klaim', 'voucher', 'toko', 'gabung', 'diskon', 'live', 'urut', 'harga', 'rendah', 'cek', 'promonya', 'halaman', 'fs', 'toko']"
"['mw', 'originote', 'kak']"
"['ba', 'produk', 'sea', 'makeup', 'originote', 'susah', 'balikpapan', 'ni', 'heh']"
"['autobase', 'sopi', 'the', 'originote', 'ajaaaa']"
"['km', 'pke', 'originote']"
"['cek', 'originote', 'lg', 'ultah']"
"['mmortal', 'gede', 'banget', 'lazrewardnya', 'tips', 'rewardnya', 'wkwkwk']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['pakai', 'lip', 'oil', 'originote']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['maaf', 'originote', 'sunscreenmu', 'perih', 'mata', 'sampe', 'air', 'banget']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['cushion', 'the', 'originote', 'offline', 'store', 'gasihhh', 'beli', 'online', 'takut', 'salah', 'shade']"
"['the', 'originote', 'hyaluc', 'serum', 'diskon', 'dri', 'harga', 'rp', 'rp']"
"['list', 'belanja', 'skincare', 'mw', 'originote', 'senka', 'facewash', 'white', 'clay', 'moist', 'ungu', 'lupa', 'nama', 'facetology', 'pancar', 'wajah', 'cahaya', 'pesona', 'lebaran']"
"['knp', 'originote', 'suka', 'infused', 'niacinamide', 'siii', 'makeup', 'ak', 'jg', 'pgn', 'nyobain', 'cushionny']"
"['retinolnya', 'the', 'originote', 'udah', 'all', 'in', 'udah', 'kandung', 'niacinamidenya', 'retinol', 'dicombo', 'niacinamide', 'works', 'cocok', 'banget', 'harga', 'affordable', 'beut']"
"['kak', 'originote', 'kmu', 'shade', 'bole']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['sbnrnya', 'kepo', 'abis', 'sma', 'cushion', 'originote', 'mikir', 'ntaran', 'kali', 'beli', 'instaperfect']"
"['ka', 'originote', 'charcoal', 'gaa']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['originote', 'ni', 'pon', 'fyp', 'mesra', 'pocket']"
"['rekomendasiin', 'cushion', 'oke', 'banget', 'the', 'originote', 'baguss', 'minim', 'oksidasi', 'nyari', 'shade', 'cocok', 'kulit', 'susah', 'gapapa', 'isi']"
"['kak', 'most', 'originote', 'avail']"
"['azarineeee', 'kl', 'murah', 'originote', 'baguss']"
"['coba', 'pake', 'vit', 'serum', 'the', 'originote', 'kak']"
"['kaget', 'voucher', 'diskon']"
"['abis', 'co', 'cushion', 'the', 'originote', 'light', 'warm', 'moga', 'sesuai', 'tolong', 'banget']"
"['kusam', 'oily', 'udah', 'pake', 'skingame', 'nyerepnya', 'lengket', 'the', 'originote', 'brightening', 'malh', 'kusam', 'cosrx', 'kusam', 'jg', 'komedoan', 'pake', 'bentonn', 'aloe', 'tekstur', 'gel', 'ringan', 'gampang', 'nyerepnya', 'isi', 'banyaaak', 'bgt', 'suka']"
"['congrats', 'menang', 'saldo', 'orang', 'menang', 'dicoin', 'micellar', 'water', 'the', 'originote', 'kindly', 'dm', 'me', 'yaa', 'claim', 'hadiah', 'thankyou', 'and', 'see', 'you', 'in', 'another', 'giveaway']"
"['wts', 'preloved', 'micellar', 'water', 'the', 'originote', 'nego', 'tipis', 'dom', 'jogja', 'co', 'oren']"
"['neng', 'banget', 'beneran', 'mending', 'beruntus', 'gw', 'pake', 'originote', 'gw', 'pake', 'udah', 'gitu', 'murah', 'centella']"
"['nyobain', 'beli', 'cushion', 'the', 'originote', 'moga', 'salah', 'shade']"
"['sopi', 'the', 'originote', 'ajaaa']"
"['senin', 'maret', 'paket', 'reseller', 'alhamdulillah']"
"['originote', 'best', 'nyoba', 'moistnya']"
"['gw', 'make', 'originote', 'brightening', 'beruntus', 'full', 'isi']"
"['tutup', 'tulis', 'originote', 'kak']"
"['originote', 'hyalurose', 'micellar', 'water', 'micellar', 'water', 'ampuh', 'bgt', 'bersihin', 'skincare', 'residu', 'makeup', 'gentle', 'feelsnya', 'kulit', 'lembab', 'harga', 'super', 'affordable', 'gede', 'gin', 'for', 'ml']"
"['wts', 'cushion', 'the', 'originote', 'new', 'shade', 'medium', 'nuetral', 'kirim', 'kirim', 'udah', 'nego', 'gapapa', 'daripda', 'kepake', 'co', 'gratong']"
"['the', 'originote', 'emang', 'cakep', 'banget', 'cuman', 'gue', 'bingung', 'warna', 'serum', 'cepet', 'banget', 'ubah']"
"['eyelash', 'serum', 'mending', 'originote', 'lashboss']"
"['loakjends', 'sunscreen', 'originote', 'pakai', 'nego', 'tipis', 'bolehh']"
"['the', 'originote', 'moisturizer', 'rb', 'combo', 'kode', 'bekenmut', 'laku', 'jg', 'produk', 'the', 'originote', 'minbel', 'diskon']"
"['kak', 'exfo', 'pke', 'avoskin', 'moisnya', 'pake', 'originote', 'hijau']"
"['selldips', 'abisin', 'stok', 'yu', 'guyss', 'micellar', 'water', 'originote', 'facetology', 'sisa', 'pcs', 'only', 'kpcs', 'ajaaaaa', 'yu', 'reppp']"
"['ngapus', 'maskara', 'bnb', 'pake', 'apaa', 'yaa', 'pake', 'micellar', 'water', 'originote', 'gabisaa', 'masaa']"
['originote']
